sourcesourceDB,sourceCollection,sourceFieldLocation,sourceDataType,destinationTable,destinationField,destinationDataType,function,meta
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.jointTenancySummary.totalServiceChargePayment.type,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_jointTenancySummary_totalServiceChargePayment_type,string,,JsonTypeName : withAmount PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.landlordName,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_landlordName,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.numberBedrooms,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_numberBedrooms,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.privateRentalSummary.financialInterest,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_privateRentalSummary_financialInterest,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.privateRentalSummary.landlordLivesWithYou,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_privateRentalSummary_landlordLivesWithYou,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.privateRentalSummary.landlordRelative,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_privateRentalSummary_landlordRelative,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.rentalPayment.amount,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_rentalPayment_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.rentalPayment.paymentFrequency,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_rentalPayment_paymentFrequency,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.rentalPayment.type,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_rentalPayment_type,string,,JsonTypeName : withAmount PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.socialRentalSummary.rentFreeWeeks,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_socialRentalSummary_rentFreeWeeks,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.socialRentalSummary.serviceChargePayment.amount,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_socialRentalSummary_serviceChargePayment_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.socialRentalSummary.serviceChargePayment.paymentFrequency,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_socialRentalSummary_serviceChargePayment_paymentFrequency,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.socialRentalSummary.serviceChargePayment.type,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_socialRentalSummary_serviceChargePayment_type,string,,JsonTypeName : withAmount PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.tenancyAgreementSummary.bothYouAndPartnerNamedOnTenancyOrRentalAgreement,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_tenancyAgreementSummary_bothYouAndPartnerNamedOnTenancyOrRentalAgreement,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.rentalSummary.tenancyAgreementSummary.jointTenancyWithSomeoneOtherThanPartner,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_rentalSummary_tenancyAgreementSummary_jointTenancyWithSomeoneOtherThanPartner,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.confirmationRequired,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_confirmationRequired,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.councilTaxSummary.appliedToCouncilTaxReduction,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_councilTaxSummary_appliedToCouncilTaxReduction,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.councilTaxSummary.councilTaxInClaimantName,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_councilTaxSummary_councilTaxInClaimantName,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.hideDetailsForPartnerDeclaration,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_hideDetailsForPartnerDeclaration,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.perClaimant,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_perClaimant,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.updatedHousingSummary.type,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_updatedHousingSummary_type,string,,JsonTypeName : HousingSummary PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.currentState,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_currentState,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.lastEvent.eventTime.d_date,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_lastEvent_eventTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.agreeAndUpdateChangesProcessContext.lastEvent.processState,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_agreeAndUpdateChangesProcessContext_lastEvent_processState,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.apaOrRentDeductionAppliedFor,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_apaOrRentDeductionAppliedFor,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.costsOnlyVerification,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_costsOnlyVerification,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.dateOfSummaryChange.d_date,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_dateOfSummaryChange_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.declarationId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.processId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_processId,string,,UUID:uk.gov.dwp.universe.wizard.ProcessId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.summaryUpdatedBy,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_summaryUpdatedBy,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.history[*].eventTime.d_date,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_history_eventTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.history[*].processState,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_history_processState,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.provideTenancyDetailsRequestId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_provideTenancyDetailsRequestId,string,,UUID:uk.gov.dwp.universe.third.party.landlord.ProvideTenancyDetailsRequestId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.requestId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_requestId,string,,UUID:uk.gov.dwp.universe.third.party.landlord.ProvideTenancyDetailsRequestId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyAgreementId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyAgreementId,string,,UUID:uk.gov.dwp.universe.third.party.landlord.TenancyAgreementId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.aTenant,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_aTenant,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.declaredByUserEmail,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_declaredByUserEmail,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.declaredByUserId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_declaredByUserId,string,,UUID:uk.gov.dwp.universe.third.party.ids.ThirdPartyUserId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.declaredByUserName,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_declaredByUserName,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.declaredDateTime.d_date,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_declaredDateTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.notATenantButAcceptingOtherCharges,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_notATenantButAcceptingOtherCharges,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.notATenantDetails,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_notATenantDetails,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.bothClaimantsOnTenancy,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_bothClaimantsOnTenancy,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.effectiveAtDate,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_effectiveAtDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.eligibleServiceCharges.amount,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_eligibleServiceCharges_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.eligibleServiceCharges.paymentFrequency,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_eligibleServiceCharges_paymentFrequency,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.ineligibleServiceCharges.amount,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_ineligibleServiceCharges_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.ineligibleServiceCharges.paymentFrequency,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_ineligibleServiceCharges_paymentFrequency,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.jointTenancy,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_jointTenancy,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.numberOfBedrooms,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_numberOfBedrooms,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.numberOfJointTenants,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_numberOfJointTenants,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.numberOfRentFreeWeeks,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_numberOfRentFreeWeeks,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.rent.amount,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_rent_amount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.rent.paymentFrequency,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_rent_paymentFrequency,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.rentReference,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_rentReference,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.tenancyDetails.temporaryAccommodation,boolean,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_tenancyDetails_temporaryAccommodation,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.tenancyDetailsDeclaration.thirdPartyId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_tenancyDetailsDeclaration_thirdPartyId,string,,UUID:uk.gov.dwp.universe.third.party.ids.ThirdPartyCreditorId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.tenancyDetailsResponse.thirdPartyId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_tenancyDetailsResponse_thirdPartyId,string,,UUID:uk.gov.dwp.universe.third.party.ids.ThirdPartyCreditorId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.thirdPartyCreditorId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_thirdPartyCreditorId,string,,UUID:uk.gov.dwp.universe.third.party.ids.ThirdPartyCreditorId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.thirdPartyName,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_thirdPartyName,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.currentState,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_currentState,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.lastEvent.eventTime.d_date,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_lastEvent_eventTime_d_date,timestamp,,DateTime(ISO-8601/UTC):org.joda.time.DateTime PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.thirdPartyPortalProcessContext.lastEvent.processState,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_thirdPartyPortalProcessContext_lastEvent_processState,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,toDoProperties_type,string,,JsonTypeName : VERIFY_SOCIAL_HOUSING_PROPERTIES PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_VERIFY_SOCIAL_HOUSING_PROPERTIES,id,string,,
agent-core,agentToDoArchive,toDoProperties.healthAndDisabilityDeclarationId,string,agent_todo_archive_CALL_TERMINALLY_ILL_PROPERTIES,toDoProperties_healthAndDisabilityDeclarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.startDate,string,agent_todo_archive_CALL_TERMINALLY_ILL_PROPERTIES,toDoProperties_startDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_CALL_TERMINALLY_ILL_PROPERTIES,toDoProperties_type,string,,JsonTypeName : CALL_TERMINALLY_ILL_PROPERTIES PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_CALL_TERMINALLY_ILL_PROPERTIES,id,string,,
agent-core,agentToDoArchive,toDoProperties.fitNoteId,string,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,toDoProperties_fitNoteId,string,,UUID:uk.gov.dwp.universe.claim.healthanddisability.FitNoteId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.periodOfSicknessId,string,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,toDoProperties_periodOfSicknessId,string,,UUID:uk.gov.dwp.universe.claim.healthanddisability.PeriodOfSicknessId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.result.agentPrognosis,string,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,toDoProperties_result_agentPrognosis,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.result.fitNoteEvidenceAccepted,boolean,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,toDoProperties_result_fitNoteEvidenceAccepted,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.declarationId,string,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,toDoProperties_declarationId,string,,UUID:uk.gov.dwp.universe.declaration.DeclarationId PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,toDoProperties_type,string,,JsonTypeName : CHECK_MEDICAL_EVIDENCE_PROPERTIES PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_CHECK_MEDICAL_EVIDENCE_PROPERTIES,id,string,,
agent-core,agentToDoArchive,toDoProperties.pregnancyDueDateDetails.dueDate,string,agent_todo_archive_CHECK_WORKGROUP_AND_COMMITMENTS_FOR_PREGNANCY,toDoProperties_pregnancyDueDateDetails_dueDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.type,string,agent_todo_archive_CHECK_WORKGROUP_AND_COMMITMENTS_FOR_PREGNANCY,toDoProperties_type,string,,JsonTypeName : CHECK_WORKGROUP_AND_COMMITMENTS_FOR_PREGNANCY PII:UNKNOWN
agent-core,agentToDoArchive,_id.toDoId,string,agent_todo_archive_CHECK_WORKGROUP_AND_COMMITMENTS_FOR_PREGNANCY,id,string,,
agent-core,agentToDoArchive,toDoProperties.adjustedAmount,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_adjustedAmount,string,,Decimal:java.math.BigDecimal PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.awardType,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_awardType,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.benefitNotificationType,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_benefitNotificationType,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.claimantNino,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_claimantNino,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.clericalInterest,boolean,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_clericalInterest,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.endDate,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_endDate,string,,Date(yyyymmdd):org.joda.time.LocalDate PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.frequency,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_frequency,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.frequencyInvalid,boolean,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_frequencyInvalid,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.officeDescription,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_officeDescription,string,, PII:UNKNOWN
agent-core,agentToDoArchive,toDoProperties.officeTypeDescription,string,agent_todo_archive_CONFIRM_BENEFIT_DETAILS,toDoProperties_officeTypeDescription,string,, PII:UNKNOWN
